,features,CIT_ARREST encoded
270,"(13,[0,6,7,8,12],[1.0,17.0,2.0,537.0,1.0])",0.0
271,"(13,[0,7,8,12],[3.0,4.0,152.0,2.0])",0.0
272,"(13,[0,7,8,9,10,12],[3.0,3.0,1.0,1.0,1.0,1.0])",1.0
273,"(13,[0,3,5,10,11,12],[26.0,35.0,2.0,2.0,2.0,1.0])",0.0
274,"[27.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,5.0,2.0]",1.0
275,"(13,[0,2,5,7,8,10,12],[8.0,1.0,2.0,4.0,91.0,5.0,1.0])",0.0
276,"(13,[0,6,7,8,11,12],[8.0,1.0,4.0,29.0,2.0,1.0])",0.0
277,"[6.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,428.0,8.0,2.0,2.0,1.0]",0.0
278,"[1.0,0.0,1.0,0.0,0.0,2.0,18.0,0.0,1.0,1.0,3.0,11.0,1.0]",1.0
279,"[29.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,1.0,1.0,1.0]",1.0
280,"[3.0,1.0,1.0,36.0,0.0,0.0,0.0,7.0,0.0,11.0,7.0,9.0,1.0]",0.0
281,"(13,[0,2,5,7,8,12],[3.0,1.0,2.0,1.0,2.0,1.0])",0.0
282,"(13,[0,1,8,9,11,12],[9.0,1.0,4.0,1.0,6.0,2.0])",0.0
283,"[18.0,0.0,0.0,0.0,0.0,2.0,15.0,11.0,1.0,1.0,3.0,6.0,1.0]",1.0
284,"(13,[0,6,7,8,11,12],[9.0,1.0,2.0,80.0,21.0,1.0])",0.0
285,"[9.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,19.0,1.0,2.0,4.0,1.0]",0.0
286,"[3.0,1.0,0.0,0.0,0.0,2.0,166.0,9.0,4.0,0.0,0.0,1.0,1.0]",0.0
287,"(13,[0,2,7,8,12],[14.0,3.0,2.0,4.0,1.0])",0.0
288,"(13,[0,7,8,9,10,11,12],[17.0,3.0,1.0,1.0,1.0,8.0,1.0])",1.0
289,"(13,[0,5,7,12],[8.0,2.0,1.0,1.0])",0.0
290,"(13,[0,7,12],[8.0,3.0,2.0])",0.0
291,"(13,[0,3,5,7,8,11,12],[26.0,5.0,5.0,1.0,161.0,5.0,1.0])",0.0
292,"(13,[0,2,7,8,12],[3.0,1.0,3.0,2.0,2.0])",0.0
293,"(13,[0,2,3,6,10,11,12],[19.0,3.0,3.0,4.0,1.0,5.0,2.0])",0.0
294,"[1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,7.0,5.0,1.0,1.0]",0.0
295,"[3.0,0.0,3.0,0.0,0.0,2.0,2.0,11.0,1.0,1.0,3.0,0.0,1.0]",1.0
296,"(13,[0,2,7,8,12],[18.0,1.0,2.0,66.0,1.0])",0.0
297,"(13,[0,2,7,8,9,12],[10.0,4.0,2.0,52.0,2.0,1.0])",0.0
298,"(13,[0,6,7,8,10,12],[1.0,48.0,1.0,343.0,2.0,2.0])",0.0
299,"(13,[0,7,8,9,10,11,12],[4.0,3.0,77.0,2.0,1.0,5.0,2.0])",0.0
300,"[25.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,2.0,6.0,1.0]",0.0
301,"(13,[0,2,6,7,8,11,12],[14.0,2.0,1.0,3.0,7.0,13.0,1.0])",0.0
302,"(13,[0,3,6,9,10,12],[17.0,1.0,64.0,2.0,1.0,1.0])",0.0
303,"(13,[0,5,7,8,11,12],[3.0,1.0,5.0,2.0,17.0,1.0])",0.0
304,"[2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,4.0,2.0]",1.0
305,"(13,[0,5,6,10,11,12],[21.0,2.0,1.0,1.0,5.0,2.0])",0.0
306,"[11.0,0.0,0.0,0.0,0.0,2.0,46.0,3.0,15.0,9.0,0.0,6.0,1.0]",0.0
307,"[7.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,35.0,3.0,4.0,1.0,1.0]",0.0
308,"(13,[0,2,7,8,12],[1.0,1.0,4.0,13.0,1.0])",0.0
309,"(13,[0,5,7,8,9,12],[3.0,2.0,5.0,4.0,1.0,1.0])",0.0
310,"(13,[0,2,7,8,11,12],[28.0,2.0,1.0,2.0,11.0,1.0])",0.0
311,"(13,[0,7,8,10,11,12],[6.0,5.0,112.0,2.0,2.0,1.0])",1.0
312,"[7.0,0.0,0.0,18.0,0.0,2.0,0.0,6.0,92.0,0.0,2.0,1.0,1.0]",0.0
313,"[7.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,99.0,3.0,4.0,1.0,1.0]",0.0
314,"[9.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,1.0,0.0,2.0]",0.0
315,"[9.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,3.0,6.0,0.0,9.0,1.0]",0.0
316,"[27.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,17.0,3.0,5.0,1.0,1.0]",0.0
317,"(13,[0,1,2,10,11,12],[2.0,1.0,1.0,2.0,8.0,2.0])",0.0
318,"(13,[0,2,7,8,11,12],[5.0,1.0,3.0,2.0,2.0,1.0])",0.0
319,"[10.0,0.0,2.0,0.0,0.0,0.0,7.0,3.0,17.0,0.0,5.0,3.0,1.0]",0.0
320,"(13,[0,2,7,8,12],[10.0,1.0,4.0,478.0,1.0])",0.0
321,"(13,[0,2,5,7,8,9,12],[9.0,1.0,2.0,9.0,11.0,1.0,2.0])",0.0
322,"(13,[0,5,7,8,9,10,12],[9.0,2.0,1.0,17.0,3.0,3.0,1.0])",0.0
323,"(13,[0,5,6,11,12],[7.0,2.0,177.0,5.0,1.0])",0.0
324,"[4.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0]",0.0
325,"(13,[0,3,6,7,8,12],[9.0,1.0,14.0,10.0,176.0,1.0])",0.0
326,"[9.0,0.0,0.0,1.0,0.0,1.0,26.0,1.0,21.0,0.0,0.0,9.0,1.0]",0.0
327,"(13,[0,3,5,7,8,9,12],[27.0,1.0,2.0,3.0,158.0,2.0,1.0])",0.0
328,"[32.0,0.0,0.0,0.0,0.0,3.0,3.0,14.0,1.0,5.0,9.0,7.0,2.0]",1.0
329,"[8.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,27.0,5.0,1.0,0.0,1.0]",0.0
330,"[4.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,3.0,15.0,1.0]",1.0
331,"(13,[0,7,8,10,11,12],[8.0,1.0,5.0,5.0,2.0,1.0])",0.0
332,"[21.0,0.0,2.0,0.0,0.0,0.0,78.0,4.0,4.0,0.0,3.0,6.0,1.0]",0.0
333,"(13,[0,2,7,8,10,11,12],[6.0,2.0,1.0,7.0,5.0,4.0,1.0])",0.0
334,"(13,[0,5,6,7,8,11,12],[7.0,1.0,4.0,5.0,2.0,5.0,1.0])",0.0
335,"(13,[0,5,7,8,9,11,12],[6.0,1.0,4.0,64.0,3.0,1.0,1.0])",0.0
336,"(13,[0,5,7,8,10,11,12],[21.0,2.0,1.0,2.0,3.0,6.0,1.0])",0.0
337,"(13,[0,5,6,7,8,11,12],[31.0,3.0,1.0,4.0,3.0,2.0,1.0])",0.0
338,"(13,[0,7,8,9,10,11,12],[3.0,5.0,283.0,8.0,2.0,9.0,1.0])",0.0
339,"(13,[0,1,7,8,9,11,12],[1.0,1.0,5.0,7.0,8.0,8.0,1.0])",0.0
340,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,92.0,4.0,4.0,1.0,1.0]",0.0
341,"(13,[0,6,7,8,11,12],[3.0,17.0,2.0,89.0,3.0,1.0])",0.0
342,"(13,[0,7,8,9,11,12],[2.0,5.0,5.0,2.0,2.0,1.0])",0.0
343,"[3.0,0.0,0.0,53.0,1.0,1.0,2.0,1.0,6.0,1.0,0.0,17.0,1.0]",0.0
344,"(13,[0,2,8,9,10,12],[1.0,2.0,1.0,1.0,1.0,1.0])",1.0
345,"[4.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,8.0,5.0,9.0,1.0]",1.0
346,"(13,[0,2,9,10,11,12],[22.0,1.0,1.0,1.0,4.0,1.0])",0.0
347,"(13,[0,2,8,11,12],[3.0,1.0,29.0,5.0,1.0])",0.0
348,"(13,[0,7,8,12],[3.0,1.0,3.0,1.0])",0.0
349,"(13,[0,1,7,8,9,12],[2.0,1.0,3.0,484.0,1.0,1.0])",0.0
350,"[10.0,0.0,2.0,4.0,0.0,0.0,7.0,6.0,3.0,5.0,3.0,0.0,1.0]",0.0
351,"[3.0,0.0,1.0,0.0,0.0,0.0,130.0,4.0,385.0,0.0,5.0,6.0,1.0]",0.0
352,"(13,[0,5,7,8,9,10,12],[12.0,3.0,7.0,3.0,4.0,6.0,1.0])",0.0
353,"(13,[0,5,7,8,9,11,12],[1.0,2.0,9.0,11.0,1.0,1.0,1.0])",0.0
354,"(13,[0,1,2,6,7,8,12],[4.0,1.0,5.0,1.0,5.0,539.0,1.0])",0.0
355,"[10.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,7.0,0.0,2.0,7.0,1.0]",0.0
356,"(13,[0,5,7,8,10,12],[12.0,1.0,7.0,3.0,4.0,1.0])",0.0
357,"(13,[0,5,7,8,11,12],[9.0,2.0,1.0,8.0,1.0,1.0])",0.0
358,"[16.0,0.0,0.0,1.0,0.0,0.0,100.0,3.0,0.0,1.0,2.0,2.0,1.0]",0.0
359,"(13,[0,7,8,11,12],[8.0,4.0,3.0,1.0,1.0])",0.0
360,"[3.0,1.0,1.0,72.0,0.0,0.0,0.0,0.0,289.0,2.0,3.0,3.0,2.0]",0.0
361,"(13,[0,8,12],[1.0,40.0,1.0])",0.0
362,"[1.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,35.0,3.0,4.0,1.0,1.0]",0.0
363,"(13,[0,7,8,12],[3.0,3.0,272.0,1.0])",0.0
364,"(13,[0,2,5,7,8,10,12],[14.0,1.0,1.0,1.0,3.0,1.0,1.0])",0.0
365,"[7.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,1.0,16.0,1.0]",1.0
366,"[20.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,25.0,5.0,5.0,1.0,1.0]",0.0
367,"(13,[0,6,8,10,11,12],[6.0,1.0,60.0,2.0,7.0,1.0])",0.0
368,"(13,[0,7,8,9,12],[3.0,6.0,3.0,1.0,1.0])",0.0
369,"(13,[0,5,8,9,10,11,12],[3.0,2.0,11.0,1.0,1.0,1.0,1.0])",0.0
370,"[2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,102.0,0.0,0.0,0.0,1.0]",0.0
371,"(13,[0,5,6,7,8,12],[3.0,2.0,1.0,1.0,10.0,1.0])",0.0
372,"(13,[0,5,8,9,11,12],[10.0,2.0,5.0,1.0,2.0,1.0])",0.0
373,"(13,[0,2,7,8,11,12],[8.0,1.0,2.0,80.0,15.0,1.0])",0.0
374,"[2.0,0.0,1.0,0.0,0.0,0.0,5.0,11.0,439.0,4.0,4.0,1.0,1.0]",0.0
375,"(13,[0,2,5,7,8,9,12],[9.0,1.0,2.0,9.0,11.0,1.0,1.0])",0.0
376,"(13,[0,1,5,7,8,11,12],[9.0,1.0,1.0,2.0,241.0,3.0,1.0])",0.0
377,"(13,[0,2,5,7,8,12],[3.0,2.0,5.0,1.0,161.0,1.0])",0.0
378,"[15.0,0.0,2.0,0.0,0.0,2.0,14.0,11.0,265.0,3.0,4.0,7.0,1.0]",0.0
379,"(13,[0,5,7,8,10,12],[3.0,1.0,1.0,1.0,4.0,2.0])",0.0
380,"(13,[0,7,8,9,10,11,12],[28.0,2.0,18.0,1.0,2.0,4.0,1.0])",0.0
381,"(13,[0,10,11,12],[26.0,5.0,6.0,2.0])",0.0
382,"[2.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,383.0,0.0,2.0,0.0,1.0]",0.0
383,"(13,[0,1,3,7,8,12],[3.0,1.0,41.0,2.0,5.0,2.0])",0.0
384,"(13,[0,7,8,9,10,11,12],[3.0,2.0,3.0,1.0,3.0,1.0,1.0])",0.0
385,"(13,[0,2,7,8,9,11,12],[16.0,1.0,6.0,16.0,3.0,1.0,1.0])",0.0
386,"(13,[0,2,5,9,10,11,12],[1.0,1.0,1.0,1.0,1.0,5.0,2.0])",0.0
387,"[6.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,10.0,2.0,2.0,15.0,1.0]",0.0
388,"(13,[0,7,8,10,11,12],[3.0,4.0,365.0,3.0,2.0,1.0])",0.0
389,"(13,[0,2,5,7,8,12],[3.0,1.0,1.0,4.0,296.0,1.0])",0.0
390,"(13,[0,2,7,8,11,12],[3.0,1.0,2.0,6.0,6.0,1.0])",0.0
391,"(13,[0,5,7,8,10,11,12],[11.0,3.0,7.0,3.0,4.0,1.0,1.0])",0.0
392,"(13,[0,2,7,8,11,12],[19.0,1.0,6.0,294.0,1.0,1.0])",0.0
393,"(13,[0,2,7,8,9,10,12],[7.0,1.0,1.0,344.0,1.0,3.0,1.0])",0.0
394,"(13,[0,5,7,8,9,11,12],[4.0,1.0,5.0,250.0,2.0,2.0,1.0])",0.0
395,"(13,[0,7,8,11,12],[2.0,3.0,138.0,5.0,1.0])",0.0
396,"[8.0,0.0,1.0,0.0,0.0,1.0,31.0,2.0,50.0,1.0,3.0,0.0,1.0]",0.0
397,"[1.0,1.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0,5.0,1.0,0.0,2.0]",1.0
398,"[21.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,7.0,3.0,5.0,1.0]",1.0
399,"[4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,4.0,8.0,1.0]",1.0
400,"[2.0,1.0,0.0,0.0,0.0,2.0,113.0,1.0,239.0,0.0,0.0,2.0,1.0]",0.0
401,"(13,[0,3,5,7,8,9,12],[23.0,2.0,1.0,10.0,530.0,5.0,1.0])",0.0
402,"(13,[0,6,7,8,12],[4.0,176.0,2.0,212.0,1.0])",0.0
403,"(13,[0,2,7,8,9,10,12],[6.0,1.0,1.0,10.0,1.0,5.0,1.0])",0.0
404,"(13,[0,2,7,8,10,11,12],[9.0,5.0,6.0,335.0,5.0,1.0,1.0])",0.0
405,"[6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0]",0.0
406,"[1.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,99.0,3.0,4.0,1.0,1.0]",0.0
407,"(13,[0,5,7,8,12],[3.0,2.0,5.0,2.0,1.0])",0.0
408,"(13,[0,7,8,11,12],[8.0,4.0,40.0,2.0,1.0])",0.0
409,"[3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0]",1.0
410,"[7.0,0.0,2.0,0.0,0.0,1.0,26.0,1.0,53.0,0.0,0.0,9.0,1.0]",0.0
411,"(13,[0,7,8,9,11,12],[6.0,1.0,8.0,2.0,6.0,2.0])",0.0
412,"(13,[0,5,9,10,11,12],[17.0,1.0,1.0,1.0,5.0,2.0])",0.0
413,"(13,[0,2,5,7,8,9,12],[28.0,1.0,2.0,5.0,54.0,2.0,2.0])",0.0
414,"(13,[0,3,7,8,10,11,12],[7.0,1.0,3.0,207.0,2.0,9.0,1.0])",0.0
415,"(13,[0,2,5,7,8,9,12],[19.0,1.0,1.0,5.0,2.0,6.0,1.0])",0.0
416,"[3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,11.0,1.0]",1.0
417,"[3.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,388.0,1.0,4.0,1.0,1.0]",0.0
418,"(13,[0,5,6,7,8,11,12],[3.0,2.0,1.0,1.0,10.0,2.0,1.0])",0.0
419,"[14.0,0.0,0.0,65.0,0.0,2.0,13.0,0.0,0.0,1.0,1.0,10.0,1.0]",0.0
420,"[24.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0,2.0,4.0,1.0]",0.0
421,"(13,[0,1,2,8,12],[4.0,1.0,1.0,12.0,1.0])",0.0
422,"(13,[0,2,6,7,8,11,12],[14.0,3.0,1.0,2.0,60.0,1.0,1.0])",0.0
423,"(13,[0,5,7,8,10,11,12],[9.0,2.0,1.0,2.0,2.0,14.0,1.0])",0.0
424,"(13,[0,7,8,9,12],[2.0,4.0,73.0,1.0,1.0])",0.0
425,"(13,[0,5,7,8,9,12],[1.0,2.0,9.0,11.0,1.0,2.0])",0.0
426,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,7.0,5.0,6.0,1.0]",1.0
427,"[14.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,5.0,1.0]",0.0
428,"(13,[0,2,6,7,8,9,12],[2.0,2.0,6.0,2.0,124.0,1.0,1.0])",0.0
429,"(13,[0,2,6,7,8,9,12],[3.0,1.0,1.0,5.0,7.0,2.0,1.0])",0.0
430,"(13,[0,7,8,9,10,11,12],[10.0,4.0,3.0,8.0,4.0,1.0,1.0])",0.0
431,"(13,[0,2,6,7,8,11,12],[6.0,1.0,5.0,8.0,90.0,7.0,1.0])",0.0
432,"(13,[0,5,7,8,10,11,12],[26.0,2.0,1.0,4.0,4.0,1.0,1.0])",0.0
433,"(13,[0,5,7,8,9,10,12],[7.0,1.0,11.0,1.0,1.0,4.0,2.0])",1.0
434,"(13,[0,7,8,12],[3.0,4.0,6.0,2.0])",0.0
435,"(13,[0,3,4,6,7,8,12],[1.0,14.0,1.0,3.0,2.0,312.0,2.0])",0.0
436,"(13,[0,5,7,8,9,11,12],[9.0,1.0,6.0,3.0,2.0,3.0,1.0])",0.0
437,"[2.0,1.0,2.0,0.0,0.0,1.0,0.0,6.0,25.0,5.0,4.0,1.0,1.0]",1.0
438,"(13,[0,2,7,8,11,12],[3.0,2.0,4.0,9.0,8.0,1.0])",0.0
439,"(13,[0,1,7,8,9,10,12],[8.0,1.0,6.0,1.0,7.0,3.0,1.0])",1.0
440,"[3.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,332.0,0.0,2.0,7.0,1.0]",1.0
441,"[11.0,0.0,1.0,0.0,0.0,0.0,171.0,2.0,212.0,0.0,5.0,5.0,1.0]",0.0
442,"(13,[0,2,7,8,10,11,12],[3.0,1.0,3.0,313.0,3.0,6.0,1.0])",1.0
443,"(13,[0,6,7,8,9,10,12],[3.0,5.0,3.0,76.0,8.0,6.0,1.0])",0.0
444,"(13,[0,5,6,7,8,11,12],[6.0,1.0,3.0,5.0,15.0,7.0,1.0])",0.0
445,"[10.0,0.0,0.0,2.0,0.0,0.0,25.0,3.0,237.0,1.0,0.0,2.0,1.0]",0.0
446,"(13,[0,5,10,12],[32.0,2.0,1.0,2.0])",0.0
447,"(13,[0,5,7,8,9,11,12],[1.0,2.0,1.0,2.0,2.0,6.0,2.0])",0.0
448,"(13,[0,6,7,8,10,11,12],[15.0,2.0,10.0,3.0,2.0,11.0,1.0])",0.0
449,"(13,[0,2,6,7,8,9,12],[9.0,1.0,6.0,4.0,381.0,1.0,1.0])",0.0
450,"(13,[0,7,8,11,12],[9.0,3.0,527.0,7.0,1.0])",0.0
451,"(13,[0,5,7,8,11,12],[7.0,1.0,2.0,21.0,12.0,1.0])",0.0
452,"(13,[0,7,8,10,12],[1.0,1.0,56.0,2.0,2.0])",0.0
453,"(13,[0,7,8,9,10,11,12],[2.0,2.0,1.0,1.0,4.0,1.0,1.0])",1.0
454,"(13,[0,6,8,11,12],[9.0,1.0,3.0,4.0,1.0])",0.0
455,"(13,[0,2,7,8,11,12],[1.0,2.0,2.0,152.0,4.0,2.0])",0.0
456,"(13,[0,5,6,7,8,9,12],[4.0,2.0,9.0,1.0,7.0,1.0,1.0])",0.0
457,"(13,[0,7,8,11,12],[13.0,4.0,20.0,15.0,1.0])",0.0
458,"(13,[0,2,7,8,10,11,12],[6.0,1.0,4.0,10.0,3.0,15.0,1.0])",0.0
459,"(13,[0,5,6,8,11,12],[7.0,2.0,1.0,44.0,10.0,1.0])",0.0
460,"(13,[0,7,8,12],[21.0,2.0,61.0,1.0])",0.0
461,"(13,[0,3,6,7,8,11,12],[3.0,4.0,1.0,3.0,15.0,10.0,1.0])",0.0
462,"[1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,3.0,1.0,1.0]",1.0
463,"[7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,6.0,1.0,1.0]",0.0
464,"[7.0,0.0,1.0,0.0,0.0,1.0,14.0,2.0,5.0,1.0,3.0,6.0,1.0]",0.0
465,"(13,[0,5,7,8,11,12],[8.0,2.0,2.0,122.0,11.0,1.0])",0.0
466,"(13,[0,2,5,7,8,11,12],[2.0,1.0,2.0,1.0,2.0,12.0,2.0])",0.0
467,"(13,[0,6,7,8,11,12],[4.0,3.0,4.0,57.0,7.0,1.0])",0.0
468,"(13,[0,2,7,8,9,12],[8.0,2.0,2.0,123.0,3.0,2.0])",0.0
469,"(13,[0,7,8,11,12],[5.0,3.0,2.0,2.0,1.0])",0.0
470,"(13,[0,7,8,10,11,12],[10.0,2.0,8.0,5.0,2.0,2.0])",0.0
471,"(13,[0,7,8,9,10,12],[2.0,4.0,103.0,1.0,3.0,1.0])",0.0
472,"(13,[0,7,8,12],[11.0,1.0,34.0,1.0])",0.0
473,"[2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,319.0,1.0,1.0,1.0,1.0]",0.0
474,"(13,[0,2,5,7,8,11,12],[18.0,1.0,1.0,10.0,1.0,10.0,2.0])",0.0
475,"(13,[0,7,8,10,11,12],[3.0,1.0,270.0,1.0,3.0,2.0])",0.0
476,"(13,[0,2,7,8,9,11,12],[10.0,4.0,2.0,4.0,2.0,8.0,1.0])",0.0
477,"[21.0,0.0,0.0,25.0,1.0,0.0,8.0,5.0,34.0,4.0,2.0,14.0,1.0]",0.0
478,"[10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,1.0,5.0,2.0]",0.0
479,"(13,[0,5,7,8,9,11,12],[9.0,2.0,4.0,122.0,3.0,9.0,1.0])",0.0
480,"(13,[0,2,8,9,10,11,12],[19.0,1.0,1.0,1.0,1.0,10.0,1.0])",1.0
481,"(13,[0,2,5,7,8,11,12],[3.0,1.0,1.0,5.0,136.0,10.0,1.0])",0.0
482,"(13,[0,5,7,8,11,12],[2.0,1.0,1.0,5.0,11.0,2.0])",0.0
483,"[2.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,1.0,1.0,4.0,1.0,1.0]",1.0
484,"(13,[0,5,6,7,8,10,12],[4.0,2.0,153.0,2.0,16.0,2.0,1.0])",0.0
485,"[3.0,0.0,3.0,6.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,1.0]",0.0
486,"(13,[0,5,8,12],[1.0,1.0,4.0,2.0])",0.0
487,"[7.0,0.0,1.0,0.0,0.0,2.0,20.0,2.0,16.0,0.0,5.0,9.0,1.0]",0.0
488,"[18.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,6.0,5.0,1.0,1.0]",0.0
489,"(13,[0,5,8,9,11,12],[3.0,2.0,59.0,1.0,5.0,2.0])",0.0
490,"(13,[0,7,8,9,10,11,12],[26.0,1.0,69.0,6.0,2.0,4.0,1.0])",0.0
491,"(13,[0,2,3,5,7,8,12],[8.0,1.0,51.0,1.0,1.0,492.0,1.0])",0.0
492,"(13,[0,7,8,9,10,11,12],[4.0,4.0,1.0,1.0,4.0,1.0,1.0])",1.0
493,"(13,[0,9,12],[8.0,1.0,1.0])",0.0
494,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,4.0,4.0,1.0,1.0]",0.0
495,"(13,[0,5,6,7,8,9,12],[10.0,1.0,155.0,5.0,406.0,4.0,1.0])",0.0
496,"(13,[0,7,8,9,11,12],[8.0,4.0,61.0,4.0,1.0,1.0])",0.0
497,"(13,[0,1,2,7,8,9,12],[1.0,1.0,4.0,5.0,107.0,1.0,1.0])",0.0
498,"(13,[0,1,2,3,6,10,12],[28.0,1.0,2.0,1.0,1.0,2.0,1.0])",0.0
499,"(13,[0,3,7,8,10,11,12],[3.0,1.0,2.0,166.0,2.0,3.0,1.0])",0.0
500,"[6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0]",1.0
501,"(13,[0,3,5,7,8,12],[15.0,4.0,1.0,1.0,2.0,1.0])",0.0
502,"[8.0,0.0,0.0,0.0,0.0,2.0,154.0,1.0,2.0,0.0,2.0,9.0,1.0]",0.0
503,"(13,[0,5,7,8,9,11,12],[3.0,1.0,1.0,2.0,1.0,4.0,2.0])",0.0
504,"(13,[0,7,8,9,10,11,12],[10.0,4.0,1.0,2.0,3.0,11.0,1.0])",1.0
505,"(13,[0,2,6,8,10,12],[2.0,2.0,1.0,104.0,3.0,1.0])",0.0
506,"[2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,6.0,0.0,17.0,1.0]",0.0
507,"(13,[0,5,7,8,10,11,12],[7.0,1.0,2.0,28.0,5.0,26.0,1.0])",0.0
508,"(13,[0,7,8,9,10,11,12],[2.0,9.0,1.0,4.0,4.0,1.0,1.0])",0.0
509,"(13,[0,5,7,8,12],[3.0,1.0,3.0,544.0,1.0])",0.0
510,"(13,[0,7,8,9,10,12],[2.0,4.0,45.0,1.0,5.0,1.0])",0.0
511,"[4.0,0.0,0.0,0.0,0.0,1.0,83.0,11.0,490.0,1.0,2.0,1.0,1.0]",0.0
512,"[8.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,3.0,2.0,0.0,3.0,1.0]",0.0
513,"(13,[0,8,10,11,12],[3.0,12.0,2.0,9.0,1.0])",0.0
514,"[4.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,1.0,1.0,3.0,17.0,1.0]",1.0
515,"(13,[0,1,8,11,12],[3.0,1.0,10.0,2.0,1.0])",0.0
516,"(13,[0,2,6,7,8,11,12],[8.0,1.0,1.0,2.0,28.0,3.0,1.0])",0.0
517,"(13,[0,1,2,7,12],[3.0,1.0,1.0,2.0,2.0])",0.0
518,"(13,[0,1,2,10,11,12],[16.0,1.0,1.0,2.0,15.0,1.0])",0.0
519,"(13,[0,2,5,7,8,12],[26.0,2.0,2.0,5.0,54.0,2.0])",0.0
520,"(13,[0,5,7,8,9,12],[10.0,1.0,2.0,72.0,3.0,1.0])",0.0
521,"(13,[0,7,8,12],[4.0,2.0,107.0,1.0])",0.0
522,"(13,[0,7,8,10,11,12],[8.0,3.0,395.0,3.0,6.0,2.0])",0.0
523,"(13,[0,5,7,8,9,10,12],[7.0,1.0,11.0,1.0,1.0,4.0,1.0])",1.0
524,"(13,[0,2,7,8,9,11,12],[1.0,3.0,3.0,69.0,1.0,3.0,1.0])",0.0
525,"(13,[0,7,8,12],[13.0,4.0,33.0,1.0])",0.0
526,"(13,[0,5,6,7,8,11,12],[1.0,2.0,13.0,12.0,99.0,7.0,1.0])",0.0
527,"[1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,1.0]",0.0
528,"(13,[0,1,6,7,8,12],[9.0,1.0,9.0,2.0,119.0,1.0])",0.0
529,"(13,[0,3,7,8,10,11,12],[3.0,1.0,3.0,474.0,2.0,15.0,1.0])",0.0
530,"(13,[0,2,6,7,8,11,12],[6.0,4.0,5.0,8.0,90.0,9.0,1.0])",0.0
531,"(13,[0,6,7,8,11,12],[18.0,1.0,3.0,7.0,2.0,1.0])",0.0
532,"(13,[0,3,6,8,10,12],[7.0,28.0,8.0,56.0,2.0,1.0])",0.0
